SERIE,FNAC,FECR,TIPO,RAZA,SEXO,COLORPE,OBSER,PROCEDE,ESTADO,PESOI,PRECIO,PPIES,PESACT,FULPES,NPARTO,DPARTO,NSERVI,FECUP,ABORTO,EDADPP,TIPOAP,LOTE,LTEMP,ULTGDP,COD,CODAP,Pa1,Pa2,Pa3,Pa4,UA,EsPajuelaPadre,Vaquera,Historia,NCRIAS,NPARREPOR,NABOREPOR,PESOPP,LPAST,FECS,FECUA,PESDES,COLORBO,COLORMO,CODP,NOMBRE,ASOC1,SERIE1,FECDES,TIPOPS,CODPS,CODM,PAJU,RAZAMADRE,FECNACMADRE,RAZAPADRE,FECNACPADRE,NOMBREP,NOMBREM,NROREGMADRE1,ASOCMADRE1,ASOCPADRE1,NROREGPADRE1,ASOCPADRE2
34247,2014-03-17T00:00:00,2014-03-17T00:00:00,MAUTA,BRAHMAN,0,,,AGROPECUARIA LA LUNA,CONDICION 1,30,468000,,180,2014-11-04T00:00:00,,,0,,,,,MAUTAS PARA LA VENTA 2015,,0.647,04,,163,0,0,0,0.25,0,,0,0,0,0,,,2015-10-21T00:00:00,,180,,,,,,,2014-11-04T00:00:00,,,28269,,BRAHMAN,2008-11-01T00:00:00,,,,,,,,,
34248,2014-03-18T00:00:00,2014-03-18T00:00:00,MAUTE,BRAHMAN,1,,,AGROPECUARIA LA LUNA,CONDICION 1,32,312000,,120,2014-11-04T00:00:00,,,0,,,,,TRES,,0.381,03,,110,0,0,0,0.25,0,,0,0,0,0,,,2015-01-08T00:00:00,,120,,,,,,,2014-11-04T00:00:00,,,20256,,BRAHMAN,2000-10-25T00:00:00,,,,,,,,,
34249,2014-03-18T00:00:00,2014-03-18T00:00:00,MAUTE,BRAHMAN,1,,,AGROPECUARIA LA LUNA,CONDICION 1,32,442000,,170,2014-11-04T00:00:00,,,0,,,,,TRES,,0.597,03,,154,0,0,0,0.25,0,,0,0,0,0,,,2015-01-08T00:00:00,,170,,,,,,,2014-11-04T00:00:00,,,25234,,BRAHMAN,2005-09-13T00:00:00,,,,,,,,,
34250,2014-03-18T00:00:00,2014-03-18T00:00:00,MAUTA,BRAHMAN,0,,,AGROPECUARIA LA LUNA,CONDICION 1,30,416000,,160,2014-11-04T00:00:00,,,0,,,,,DOS,,0.563,04,,145,0,0,0,0.5,0,,0,0,0,0,,,2015-10-21T00:00:00,,160,,,,,,,2014-11-04T00:00:00,,,25125,,BRAHMAN,2005-08-29T00:00:00,,,,,,,,,
34251,2014-03-18T00:00:00,2014-03-18T00:00:00,MAUTE,BRAHMAN,1,,,AGROPECUARIA LA LUNA,CONDICION 1,30,390000,,150,2014-11-04T00:00:00,,,0,,,,,TRES,,0.519,03,,136,0,0,0,0.25,0,,0,0,0,0,,,2015-01-08T00:00:00,,150,,,,,,,2014-11-04T00:00:00,,,27344,,BRAHMAN,2007-11-21T00:00:00,,,,,,,,,
34252,2014-03-18T00:00:00,2014-03-18T00:00:00,MAUTA,BRAHMAN,0,,,AGROPECUARIA LA LUNA,CONDICION 1,30,390000,,150,2014-11-04T00:00:00,,,0,,,,,MAUTAS PARA LA VENTA 2015,,0.519,04,,136,0,0,0,0.5,0,,0,0,0,0,,,2015-10-21T00:00:00,,150,,,,,,,2014-11-04T00:00:00,,,27250,,BRAHMAN,2007-10-06T00:00:00,,,,,,,,,
34253,2014-03-18T00:00:00,2014-03-18T00:00:00,VACA PREÑADA,BR,0,,,AGROPECUARIA LA LUNA,C1,30,64600,,323,2017-03-29T00:00:00,,,0,,1,,VACA VACIA SIN CRIA,LOTE 1,,0.163,14,13,163,0,0,0,1,0,,0,0,0,1,,,,2018-04-27T00:00:00,180,,,,,,,2014-11-04T00:00:00,,,25183,,BRAHMAN,2005-09-05T00:00:00,,,,,,,,,
34254,2014-03-18T00:00:00,2014-03-18T00:00:00,MAUTA,BRAHMAN,0,,,AGROPECUARIA LA LUNA,CONDICION 1,32,416000,,160,2014-11-04T00:00:00,,,0,,,,,TRES,,0.554,04,,146,0,0,0,0.25,0,,0,0,0,0,,,2015-12-02T00:00:00,,160,,,,,,,2014-11-04T00:00:00,,,29297,,BRAHMAN,2009-09-22T00:00:00,,,,,,,,,
34255,2014-03-18T00:00:00,2014-03-18T00:00:00,VACA VACIA,BR,0,,,AGROPECUARIA LA LUNA,C1,30,0,,404,2018-02-18T00:00:00,1,0,0,2019-01-07T00:00:00,,04-09,NOVILLA,LOTE3,,0.319,11,05,119,0,0,0,1,0,,0,1,1,0,0,,,,130,,,,,,,2014-11-04T00:00:00,,,27126,,BRAHMAN,2007-09-08T00:00:00,,,,,,,,,
34256,2014-03-18T00:00:00,2014-03-18T00:00:00,MAUTA,BRAHMAN,0,,,AGROPECUARIA LA LUNA,CONDICION 1,30,312000,,120,2014-11-04T00:00:00,,,0,,,,,CUATRO,,0.39,04,,110,0,0,0,0.25,0,,0,0,0,0,,,2016-05-19T00:00:00,,120,,,,,,,2014-11-04T00:00:00,,,25425,,BRAHMAN,2005-11-22T00:00:00,,,,,,,,,
34257,2014-03-18T00:00:00,2014-03-18T00:00:00,MAUTA,BRAHMAN,0,,,AGROPECUARIA LA LUNA,CONDICION 1,32,416000,,160,2014-11-04T00:00:00,,,0,,,,,TRES,,0.554,04,,146,0,0,0,0.25,0,,0,0,0,0,,,2015-10-21T00:00:00,,160,,,,,,,2014-11-04T00:00:00,,,27218,,BRAHMAN,2007-09-28T00:00:00,,,,,,,,,
34258,2014-03-18T00:00:00,2014-03-18T00:00:00,NOVILLA,BR,0,,,AGROPECUARIA LA LUNA,C1,30,72800,,364,2017-03-29T00:00:00,,,0,,,,NOVILLA,LOTE3,,0.21,05,05,163,0,0,0,1,0,,0,0,0,0,,,,,180,,,,,,,2014-11-04T00:00:00,,,25261,,BRAHMAN,2005-09-16T00:00:00,,,,,,,,,
34259,2014-03-18T00:00:00,2014-03-18T00:00:00,MAUTE,BRAHMAN,1,,,AGROPECUARIA LA LUNA,CONDICION 1,32,390000,,150,2014-11-04T00:00:00,,,0,,,,,TRES,,0.511,03,,137,0,0,0,0,0,,0,0,0,0,,,2015-01-08T00:00:00,,150,,,,,,,2014-11-04T00:00:00,,,24303,,BRAHMAN,2004-10-18T00:00:00,,,,,,,,,
34260,2014-03-18T00:00:00,2014-03-18T00:00:00,MAUTA,BRAHMAN,0,,,AGROPECUARIA LA LUNA,CONDICION 1,30,260000,,100,2014-11-04T00:00:00,,,0,,,,,TRES,,0.303,04,,92,0,0,0,0,0,,0,0,0,0,,,2016-05-19T00:00:00,,100,,,,,,,2014-11-04T00:00:00,,,24210,,BRAHMAN,2004-09-24T00:00:00,,,,,,,,,
34261,2014-03-18T00:00:00,2014-03-18T00:00:00,MAUTE,BRAHMAN,1,,,AGROPECUARIA LA LUNA,CONDICION 1,30,442000,,170,2014-11-04T00:00:00,,,0,,,,,TRES,,0.569,03,,154,0,0,0,0.25,0,,0,0,0,0,,,2015-01-08T00:00:00,,170,,,,,,,2014-11-19T00:00:00,,,27244,,BRAHMAN,2007-10-05T00:00:00,,,,,,,,,
34262,2014-03-18T00:00:00,2014-03-18T00:00:00,MAUTE,BRAHMAN,1,,,AGROPECUARIA LA LUNA,CONDICION 1,32,468000,,180,2014-11-04T00:00:00,,,0,,,,,TRES,,0.641,03,,163,0,0,0,0,0,,0,0,0,0,,,2015-01-08T00:00:00,,180,,,,,,,2014-11-04T00:00:00,,,24232,,BRAHMAN,2004-09-25T00:00:00,,,,,,,,,
34263,2014-03-18T00:00:00,2014-03-18T00:00:00,NOVILLA,BRAHMAN,0,,,AGROPECUARIA LA LUNA,CONDICION 1,30,61000,,305,2017-03-29T00:00:00,,,0,,,,,SEIS,,0.188,05,,128,0,0,0,1,0,,0,0,0,0,,,2017-12-15T00:00:00,,140,,,,,,,2014-11-04T00:00:00,,,27071,,BRAHMAN,2007-08-24T00:00:00,,,,,,,,,
34264,2014-03-18T00:00:00,2014-03-18T00:00:00,MAUTE,BRAHMAN,1,,,AGROPECUARIA LA LUNA,CONDICION 1,32,312000,,120,2014-11-04T00:00:00,,,0,,,,,DOS,,0.381,03,,110,0,0,0,0.25,0,,0,0,0,0,,,2015-01-08T00:00:00,,120,,,,,,,2014-11-04T00:00:00,,,29133,,BRAHMAN,2009-07-27T00:00:00,,,,,,,,,
34265,2014-03-18T00:00:00,2014-03-18T00:00:00,MAUTE,BRAHMAN,1,,,AGROPECUARIA LA LUNA,CONDICION 1,32,520000,,200,2014-11-04T00:00:00,,,0,,,,,CUATRO,,0.727,03,,181,0,0,0,0,0,,0,0,0,0,,,2015-01-08T00:00:00,,200,,,,,,,2014-11-04T00:00:00,,,27158,,BRAHMAN,2007-09-17T00:00:00,,,,,,,,,
34266,2014-03-18T00:00:00,2014-03-18T00:00:00,NOVILLA,BR,0,,,AGROPECUARIA LA LUNA,C1,30,0,,382,2018-02-18T00:00:00,,,0,,,,,SEIS,,0.236,05,,136,0,0,0,1,0,,0,0,0,0,,,,,150,,,,,,,2014-11-04T00:00:00,,,29104B,,BRAHMAN,2009-08-04T00:00:00,,,,,,,,,
34267,2014-03-18T00:00:00,2014-03-18T00:00:00,MAUTA,BRAHMAN,0,,,AGROPECUARIA LA LUNA,CONDICION 1,32,468000,,180,2014-11-04T00:00:00,,,0,,,,,DOS,,0.641,04,,163,0,0,0,0.25,0,,0,0,0,0,,,2015-12-02T00:00:00,,180,,,,,,,2014-11-04T00:00:00,,,29291B,,BRAHMAN,2009-09-29T00:00:00,,,,,,,,,
34268,2014-03-18T00:00:00,2014-03-18T00:00:00,MAUTE,BRAHMAN,1,,,AGROPECUARIA LA LUNA,CONDICION 1,30,468000,,180,2014-11-04T00:00:00,,,0,,,,,CUATRO,,0.649,03,,163,0,0,0,0.5,0,,0,0,0,0,,,2015-01-08T00:00:00,,180,,,,,,,2014-11-04T00:00:00,,,29331,,BRAHMAN,2009-10-09T00:00:00,,,,,,,,,
34269,2014-03-18T00:00:00,2014-03-18T00:00:00,MAUTA,BRAHMAN,0,,,AGROPECUARIA LA LUNA,CONDICION 1,30,390000,,150,2014-11-04T00:00:00,,,0,,,,,DOS,,0.649,04,,136,0,0,0,0.25,0,,0,0,0,0,,,2015-12-02T00:00:00,,180,,,,,,,2014-11-04T00:00:00,,,27182,,BRAHMAN,2007-09-24T00:00:00,,,,,,,,,
34270,2014-03-18T00:00:00,2014-03-18T00:00:00,MAUTE,BRAHMAN,1,,,AGROPECUARIA LA LUNA,CONDICION 1,32,468000,,180,2014-11-04T00:00:00,,,0,,,,,CUATRO,,0.641,03,,163,0,0,0,0.25,0,,0,0,0,0,,,2015-01-08T00:00:00,,180,,,,,,,2014-11-04T00:00:00,,,29286,,BRAHMAN,2009-09-21T00:00:00,,,,,,,,,
34271,2014-03-18T00:00:00,2014-03-18T00:00:00,MAUTE,BRAHMAN,1,,,AGROPECUARIA LA LUNA,CONDICION 1,32,468000,,180,2014-11-04T00:00:00,,,0,,,,,CUATRO,,0.641,03,,163,0,0,0,0.5,0,,0,0,0,0,,,2015-01-08T00:00:00,,180,,,,,,,2014-11-04T00:00:00,,,29375,,BRAHMAN,2009-11-16T00:00:00,,,,,,,,,
34271B,2014-04-24T00:00:00,2014-04-24T00:00:00,MAUTE,BRAHMAN,1,,MAL ERRADO AL DESTETAR SU SERIE ERA 34272.,AGROPECUARIA LA LUNA,CONDICION 1,32,572000,,220,2014-11-04T00:00:00,,,0,,,,,MAUTES,,0.969,03,,231,0,0,0,0.5,0,,0,0,0,0,,,2016-04-08T00:00:00,,220,,,,,,,2014-11-04T00:00:00,,,27352,,BRAHMAN,2007-09-19T00:00:00,,,,,,,,,
34273,2014-03-18T00:00:00,2014-03-18T00:00:00,MAUTE,BRAHMAN,1,,,AGROPECUARIA LA LUNA,CONDICION 1,30,390000,,150,2014-11-04T00:00:00,,,0,,,,,CINCO ORDEÑO,,0.519,03,,136,0,0,0,0.5,0,,0,0,0,0,,,2015-01-08T00:00:00,,150,,,,,,,2014-11-04T00:00:00,,,27114,,BRAHMAN,2007-09-07T00:00:00,,,,,,,,,
34274,2014-03-18T00:00:00,2014-03-18T00:00:00,BECERRA,BRAHMAN,0,,SUTE,AGROPECUARIA LA LUNA C.A.,CONDICION 1,30,78000,,30,2014-03-18T00:00:00,,,0,,,,,CINCO ORDEÑO,,0,02,,0,0,0,0,0.25,0,,0,0,0,0,,,2014-07-14T00:00:00,,,,,,,,,,,,25316,,BRAHMAN,2005-10-03T00:00:00,,,,,,,,,
34275,2014-03-24T00:00:00,2014-03-24T00:00:00,MAUTE,BRAHMAN,1,,,AGROPECUARIA LA LUNA,CONDICION 1,30,468000,,180,2014-11-04T00:00:00,,,0,,,,,UNO,,0.667,03,,167,0,0,0,0,0,,0,0,0,0,,,2015-01-08T00:00:00,,180,,,,,,,2014-11-04T00:00:00,,,28065,,BRAHMAN,2008-09-04T00:00:00,,,,,,,,,
34276,2014-03-24T00:00:00,2014-03-24T00:00:00,MAUTE,BRAHMAN,1,,,AGROPECUARIA LA LUNA,CONDICION 1,32,351000,,135,2014-11-04T00:00:00,,,0,,,,,UNO,,0.458,03,,126,0,0,0,0,0,,0,0,0,0,,,2015-01-08T00:00:00,,135,,,,,,,2014-11-04T00:00:00,,,28137,,BRAHMAN,2008-09-25T00:00:00,,,,,,,,,
34277,2014-03-24T00:00:00,2014-03-24T00:00:00,VACA VACIA,BR,0,,,AGROPECUARIA LA LUNA,C1,32,0,,345,2018-02-18T00:00:00,1,0,0,2019-01-24T00:00:00,,04-10,NOVILLA,LOTE 2,,0.154,11,05,149,0,0,0,1,0,,0,1,1,0,0,,,,160,,,,,,,2014-11-04T00:00:00,,,22359,,BRAHMAN,2002-10-06T00:00:00,,,,,,,,,
34278,2014-03-24T00:00:00,2014-03-24T00:00:00,MAUTA,BRAHMAN,0,,,AGROPECUARIA LA LUNA,CONDICION 1,30,494000,,190,2014-11-04T00:00:00,,,0,,,,,MAUTAS PARA LA VENTA 2015,,0.711,04,,176,0,0,0,0,0,,0,0,0,0,,,2015-10-21T00:00:00,,190,,,,,,,2014-11-04T00:00:00,,,24017,,BRAHMAN,2004-02-04T00:00:00,,,,,,,,,
34279,2014-03-24T00:00:00,2014-03-24T00:00:00,MAUTA,BRAHMAN,0,,,AGROPECUARIA LA LUNA,CONDICION 1,32,520000,,200,2014-11-04T00:00:00,,,0,,,,,MAUTAS PARA LA VENTA 2015,,0.747,04,,185,0,0,0,0.5,0,,0,0,0,0,,,2015-10-21T00:00:00,,200,,,,,,,2014-11-04T00:00:00,,,29048,,BRAHMAN,2009-04-29T00:00:00,,,,,,,,,
34280,2014-03-24T00:00:00,2014-03-24T00:00:00,BECERRO,BRAHMAN,1,,,AGROPECUARIA LA LUNA,CONDICION 1,32,2600,,32,,,,0,,,,,UNO,,0,01,,0,0,0,0,0.25,0,,0,0,0,0,,,2015-02-04T00:00:00,,,,,,,,,,,,25428,,BRAHMAN,2005-11-29T00:00:00,,,,,,,,,
34281,2014-03-24T00:00:00,2014-03-24T00:00:00,VACA VACIA,BR,0,,,AGROPECUARIA LA LUNA,C1,32,0,,360,2018-02-18T00:00:00,1,0,0,2018-11-29T00:00:00,,04-08,NOVILLA,LOTE3,,0.206,11,05,167,0,0,0,1,0,,0,1,1,0,0,,,,180,,,,,,,2014-11-04T00:00:00,,,28160,,BRAHMAN,2008-10-13T00:00:00,,,,,,,,,
34282,2014-03-24T00:00:00,2014-03-24T00:00:00,NOVILLA PREÑADA,BR,0,,,AGROPECUARIA LA LUNA,C1,30,64800,,324,2017-03-29T00:00:00,,,1,,,,NOVILLA,INSEMINACION BRAHMAN 2017,,0.176,06,05,158,0,0,0,1,0,,0,0,0,0,,,2017-12-20T00:00:00,,170,,,,,,,2014-11-04T00:00:00,,,28016,,BRAHMAN,2008-08-09T00:00:00,,,,,,,,,
34283,2014-03-24T00:00:00,2014-03-24T00:00:00,MAUTA,BRAHMAN,0,,,AGROPECUARIA LA LUNA,CONDICION 1,30,312000,,120,2014-11-04T00:00:00,,,0,,,,,MAUTAS PARA LA VENTA 2015,,0.4,04,,112,0,0,0,0.25,0,,0,0,0,0,,,2015-10-21T00:00:00,,120,,,,,,,2014-11-04T00:00:00,,,25056,,BRAHMAN,2005-08-22T00:00:00,,,,,,,,,
34284,2014-04-01T00:00:00,2014-04-01T00:00:00,MAUTA,BRAHMAN,0,,,AGROPECUARIA LA LUNA,CONDICION 1,32,390000,,150,2014-11-04T00:00:00,,,0,,,,,UNO,,0.544,04,,143,0,0,0,0.25,0,,0,0,0,0,,,2015-10-21T00:00:00,,150,,,,,,,2014-11-04T00:00:00,,,28173,,BRAHMAN,2008-10-21T00:00:00,,,,,,,,,
34285,2014-03-24T00:00:00,2014-03-24T00:00:00,MAUTE,BRAHMAN,1,,,AGROPECUARIA LA LUNA,CONDICION 1,32,364000,,140,2014-11-04T00:00:00,,,0,,,,,UNO,,0.48,03,,130,0,0,0,0.25,0,,0,0,0,0,,,2015-01-08T00:00:00,,140,,,,,,,2014-11-04T00:00:00,,,29357,,BRAHMAN,2009-10-19T00:00:00,,,,,,,,,
34286,2014-03-24T00:00:00,2014-03-24T00:00:00,MAUTE,BRAHMAN,1,,,AGROPECUARIA LA LUNA,CONDICION 1,32,442000,,170,2014-11-04T00:00:00,,,0,,,,,UNO,,0.613,03,,158,0,0,0,0.25,0,,0,0,0,0,,,2015-01-08T00:00:00,,170,,,,,,,2014-11-04T00:00:00,,,23148,,BRAHMAN,2003-09-02T00:00:00,,,,,,,,,
34287,2014-03-24T00:00:00,2014-03-24T00:00:00,MAUTA,BRAHMAN,0,,,AGROPECUARIA LA LUNA,CONDICION 1,30,468000,,180,2014-11-04T00:00:00,,,0,,,,,MAUTAS PARA LA VENTA 2015,,0.667,04,,167,0,0,0,0,0,,0,0,0,0,,,2015-10-21T00:00:00,,180,,,,,,,2014-11-04T00:00:00,,,29011,,BRAHMAN,2009-02-23T00:00:00,,,,,,,,,
34288,2014-03-24T00:00:00,2014-03-24T00:00:00,VACA VACIA SIN CRIA,BR,0,,,AGROPECUARIA LA LUNA,C1,30,60000,,300,2017-10-29T00:00:00,1,0,0,2018-05-09T00:00:00,,04-01,NOVILLA,SEIS,,0.156,13,05,121,0,0,0,1,0,,0,1,1,0,0,,,,130,,,,,,,2014-11-04T00:00:00,,,28077,,BRAHMAN,2008-09-10T00:00:00,,,,,,,,,
34289,2014-03-25T00:00:00,2014-03-25T00:00:00,MAUTE,BRAHMAN,1,,,AGROPECUARIA LA LUNA,CONDICION 1,32,468000,,180,2014-11-04T00:00:00,,,0,,,,,UNO,,0.661,03,,167,0,0,0,0.25,0,,0,0,0,0,,,2015-01-08T00:00:00,,180,,,,,,,2014-11-04T00:00:00,,,28229,,BRAHMAN,2008-12-30T00:00:00,,,,,,,,,
34290,2014-03-25T00:00:00,2014-03-25T00:00:00,MAUTE,BRAHMAN,1,,,AGROPECUARIA LA LUNA,CONDICION 1,32,494000,,190,2014-11-04T00:00:00,,,0,,,,,UNO,,0.705,03,,177,0,0,0,0.25,0,,0,0,0,0,,,2015-01-08T00:00:00,,190,,,,,,,2014-11-04T00:00:00,,,28038,,BRAHMAN,2008-08-26T00:00:00,,,,,,,,,
34291,2014-03-24T00:00:00,2014-03-24T00:00:00,MAUTE,BRAHMAN,1,,,AGROPECUARIA LA LUNA,CONDICION 1,32,442000,,170,2014-11-04T00:00:00,,,0,,,,,DOS,,0.613,03,,158,0,0,0,0.25,0,,0,0,0,0,,,2015-01-08T00:00:00,,170,,,,,,,2014-11-04T00:00:00,,,22252,,BRAHMAN,2002-09-18T00:00:00,,,,,,,,,
34292,2014-03-24T00:00:00,2014-03-24T00:00:00,MAUTE,BRAHMAN,1,,,AGROPECUARIA LA LUNA,CONDICION 1,32,520000,,200,2014-11-04T00:00:00,,,0,,,,,DOS,,0.747,03,,185,0,0,0,0.25,0,,0,0,0,0,,,2015-01-08T00:00:00,,200,,,,,,,2014-11-04T00:00:00,,,25013,,BRAHMAN,2005-03-14T00:00:00,,,,,,,,,
34293,2014-03-24T00:00:00,2014-03-24T00:00:00,NOVILLA PREÑADA,BR,0,,,AGROPECUARIA LA LUNA,C1,30,70400,,352,2017-03-29T00:00:00,,,1,,,,NOVILLA,LOTE 1,,0.219,06,05,148,0,0,0,1,0,,0,0,0,0,,,,,160,,,,,,,2014-11-04T00:00:00,,,22204,,BRAHMAN,2002-09-05T00:00:00,,,,,,,,,
34294,2014-03-24T00:00:00,2014-03-24T00:00:00,MAUTE,BRAHMAN,1,,,AGROPECUARIA LA LUNA,CONDICION 1,32,338000,,130,2014-11-04T00:00:00,,,0,,,,,DOS,,0.436,03,,121,0,0,0,0.25,0,,0,0,0,0,,,2015-01-08T00:00:00,,130,,,,,,,2014-11-04T00:00:00,,,23231,,BRAHMAN,2003-09-13T00:00:00,,,,,,,,,
34295,2014-03-24T00:00:00,2014-03-24T00:00:00,MAUTA,BRAHMAN,0,,,AGROPECUARIA LA LUNA,CONDICION 1,30,286000,,110,2014-11-04T00:00:00,,,0,,,,,DOS,,0.356,04,,103,0,0,0,0.25,0,,0,0,0,0,,,2015-12-02T00:00:00,,110,,,,,,,2014-11-04T00:00:00,,,22420,,BRAHMAN,2002-10-26T00:00:00,,,,,,,,,
34296,2014-03-24T00:00:00,2014-03-24T00:00:00,MAUTA,BRAHMAN,0,,,AGROPECUARIA LA LUNA,CONDICION 1,30,442000,,170,2014-11-04T00:00:00,,,0,,,,,DOS,,0.622,04,,158,0,0,0,0.5,0,,0,0,0,0,,,2015-07-30T00:00:00,,170,,,,,,,2014-11-04T00:00:00,,,23160,,BRAHMAN,2003-09-02T00:00:00,,,,,,,,,
34297,2014-03-24T00:00:00,2014-03-24T00:00:00,MAUTE,BRAHMAN,1,,,AGROPECUARIA LA LUNA,CONDICION 1,32,546000,,210,2014-11-04T00:00:00,,,0,,,,,DOS,,0.791,03,,194,0,0,0,0.25,0,,0,0,0,0,,,2015-01-08T00:00:00,,210,,,,,,,2014-11-04T00:00:00,,,25177,,BRAHMAN,2005-09-05T00:00:00,,,,,,,,,
34298,2014-03-24T00:00:00,2014-03-24T00:00:00,VACA VACIA SIN CRIA,BR,0,,,AGROPECUARIA LA LUNA,C1,30,71200,,356,2017-03-29T00:00:00,1,0,0,2018-02-02T00:00:00,,03-10,NOVILLA,INSEMINACION BRAHMAN 2017,,0.235,13,05,139,0,0,0,1,0,,0,1,1,0,0,,,,150,,,,,,,2014-11-04T00:00:00,,,20136,,BRAHMAN,2000-08-17T00:00:00,,,,,,,,,
34299,2014-03-24T00:00:00,2014-03-24T00:00:00,MAUTA,BRAHMAN,0,,,AGROPECUARIA LA LUNA,CONDICION 1,30,468000,,180,2014-11-04T00:00:00,,,0,,,,,DOS,,0.667,04,,167,0,0,0,0.5,0,,0,0,0,0,,,2015-04-09T00:00:00,,180,,,,,,,2014-11-04T00:00:00,,,23177,,BRAHMAN,2003-09-08T00:00:00,,,,,,,,,
34300,2014-03-24T00:00:00,2014-03-24T00:00:00,MAUTE,BRAHMAN,1,,,AGROPECUARIA LA LUNA,CONDICION 1,32,494000,,190,2014-11-04T00:00:00,,,0,,,,,DOS,,0.702,03,,176,0,0,0,0.25,0,,0,0,0,0,,,2015-01-08T00:00:00,,190,,,,,,,2014-11-04T00:00:00,,,22049,,BRAHMAN,2002-07-04T00:00:00,,,,,,,,,
34301,2014-03-24T00:00:00,2014-03-24T00:00:00,MAUTA,BRAHMAN,0,,,AGROPECUARIA LA LUNA,CONDICION 1,32,468000,,180,2014-11-04T00:00:00,,,0,,,,,DOS,,0.658,04,,167,0,0,0,0.5,0,,0,0,0,0,,,2015-11-01T00:00:00,,180,,,,,,,2014-11-04T00:00:00,,,25373,,BRAHMAN,2005-10-25T00:00:00,,,,,,,,,
34302,2014-03-24T00:00:00,2014-03-24T00:00:00,MAUTA,BRAHMAN,0,,,AGROPECUARIA LA LUNA,CONDICION 1,30,468000,,180,2014-11-04T00:00:00,,,0,,,,,DOS,,0.667,04,,167,0,0,0,0.5,0,,0,0,0,0,,,2015-08-30T00:00:00,,180,,,,,,,2014-11-04T00:00:00,,,21213,,BRAHMAN,2001-09-07T00:00:00,,,,,,,,,
34303,2014-03-25T00:00:00,2014-03-25T00:00:00,MAUTE,BRAHMAN,1,,,AGROPECUARIA LA LUNA,CONDICION 1,32,416000,,160,2014-11-04T00:00:00,,,0,,,,,TRES,,0.571,03,,149,0,0,0,0.25,0,,0,0,0,0,,,2015-01-08T00:00:00,,160,,,,,,,2014-11-04T00:00:00,,,29545,,BRAHMAN,2009-08-20T00:00:00,,,,,,,,,
34304,2014-03-25T00:00:00,2014-03-25T00:00:00,MAUTE,BRAHMAN,1,,,AGROPECUARIA LA LUNA,CONDICION 1,32,364000,,140,2014-11-04T00:00:00,,,0,,,,,TRES,,0.482,03,,131,0,0,0,0.25,0,,0,0,0,0,,,2015-01-08T00:00:00,,140,,,,,,,2014-11-04T00:00:00,,,30621,,BRAHMAN,2010-06-01T00:00:00,,,,,,,,,
34305,2014-03-25T00:00:00,2014-03-25T00:00:00,MAUTE,BRAHMAN,1,,,AGROPECUARIA LA LUNA,CONDICION 1,32,520000,,200,2014-11-04T00:00:00,,,0,,,,,TRES,,0.75,03,,186,0,0,0,0.25,0,,0,0,0,0,,,2015-01-08T00:00:00,,200,,,,,,,2014-11-04T00:00:00,,,27135,,BRAHMAN,2007-09-11T00:00:00,,,,,,,,,
34306,2014-03-25T00:00:00,2014-03-25T00:00:00,MAUTE,BRAHMAN,1,,,AGROPECUARIA LA LUNA,CONDICION 1,32,390000,,150,2014-11-04T00:00:00,,,0,,,,,VENTA,,0.527,03,,140,0,0,0,0.25,0,,0,0,0,0,,,2015-01-08T00:00:00,,150,,,,,,,2014-11-04T00:00:00,,,24144,,BRAHMAN,2004-09-11T00:00:00,,,,,,,,,
34307,2014-03-25T00:00:00,2014-03-25T00:00:00,MAUTA,BRAHMAN,0,,,AGROPECUARIA LA LUNA,CONDICION 1,30,390000,,150,2014-11-04T00:00:00,,,0,,,,,CUATRO,,0.536,04,,140,0,0,0,0.25,0,,0,0,0,0,,,2015-12-02T00:00:00,,150,,,,,,,2014-11-04T00:00:00,,,21238,,BRAHMAN,2001-09-17T00:00:00,,,,,,,,,
34308,2014-03-25T00:00:00,2014-03-25T00:00:00,MAUTE,BRAHMAN,1,,,AGROPECUARIA LA LUNA,CONDICION 1,32,416000,,160,2014-11-04T00:00:00,,,0,,,,,TRES,,0.571,03,,149,0,0,0,0.25,0,,0,0,0,0,,,2015-01-08T00:00:00,,160,,,,,,,2014-11-04T00:00:00,,,24083,,BRAHMAN,2004-09-01T00:00:00,,,,,,,,,
34309,2014-03-25T00:00:00,2014-03-25T00:00:00,MAUTE,BRAHMAN,1,,,AGROPECUARIA LA LUNA,CONDICION 1,32,338000,,130,2014-11-04T00:00:00,,,0,,,,,TRES,,0.438,03,,122,0,0,0,0.25,0,,0,0,0,0,,,2015-01-08T00:00:00,,130,,,,,,,2014-11-04T00:00:00,,,25266,,BRAHMAN,2005-09-20T00:00:00,,,,,,,,,
34310,2014-03-25T00:00:00,2014-03-25T00:00:00,MAUTA,BRAHMAN,0,,,AGROPECUARIA LA LUNA,CONDICION 1,30,390000,,150,2014-11-04T00:00:00,,,0,,,,,TRES,,0.536,04,,140,0,0,0,0.5,0,,0,0,0,0,,,2015-10-21T00:00:00,,150,,,,,,,2014-11-04T00:00:00,,,24200,,BRAHMAN,2004-09-19T00:00:00,,,,,,,,,
